crop_id,image_id,split,crop_path,label,damage,pixels,x0,y0,x1,y1
socal-fire_00000357_c1_05,socal-fire_00000357,train,outputs\real_processed\damage_crops\socal-fire_00000357_c1_05.png,0,no-damage,30,643,964,665,986
midwest-flooding_00000388_c1_00,midwest-flooding_00000388,train,outputs\real_processed\damage_crops\midwest-flooding_00000388_c1_00.png,0,no-damage,1889,246,112,307,177
midwest-flooding_00000388_c1_01,midwest-flooding_00000388,train,outputs\real_processed\damage_crops\midwest-flooding_00000388_c1_01.png,0,no-damage,1774,472,712,555,763
midwest-flooding_00000388_c1_02,midwest-flooding_00000388,train,outputs\real_processed\damage_crops\midwest-flooding_00000388_c1_02.png,0,no-damage,1457,318,693,397,734
midwest-flooding_00000388_c1_03,midwest-flooding_00000388,train,outputs\real_processed\damage_crops\midwest-flooding_00000388_c1_03.png,0,no-damage,1216,632,738,684,791
midwest-flooding_00000388_c1_04,midwest-flooding_00000388,train,outputs\real_processed\damage_crops\midwest-flooding_00000388_c1_04.png,0,no-damage,951,95,331,158,391
midwest-flooding_00000388_c1_05,midwest-flooding_00000388,train,outputs\real_processed\damage_crops\midwest-flooding_00000388_c1_05.png,0,no-damage,867,525,882,562,946
hurricane-matthew_00000133_c2_00,hurricane-matthew_00000133,train,outputs\real_processed\damage_crops\hurricane-matthew_00000133_c2_00.png,1,minor-damage,700,405,798,456,844
hurricane-matthew_00000133_c2_01,hurricane-matthew_00000133,train,outputs\real_processed\damage_crops\hurricane-matthew_00000133_c2_01.png,1,minor-damage,575,678,878,731,923
hurricane-matthew_00000133_c2_02,hurricane-matthew_00000133,train,outputs\real_processed\damage_crops\hurricane-matthew_00000133_c2_02.png,1,minor-damage,298,488,797,521,838
hurricane-matthew_00000133_c2_03,hurricane-matthew_00000133,train,outputs\real_processed\damage_crops\hurricane-matthew_00000133_c2_03.png,1,minor-damage,155,477,826,510,857
hurricane-matthew_00000133_c2_04,hurricane-matthew_00000133,train,outputs\real_processed\damage_crops\hurricane-matthew_00000133_c2_04.png,1,minor-damage,144,633,942,661,971
hurricane-matthew_00000133_c3_00,hurricane-matthew_00000133,train,outputs\real_processed\damage_crops\hurricane-matthew_00000133_c3_00.png,2,major-damage,720,274,188,326,237
hurricane-matthew_00000133_c3_01,hurricane-matthew_00000133,train,outputs\real_processed\damage_crops\hurricane-matthew_00000133_c3_01.png,2,major-damage,588,309,182,361,226
hurricane-matthew_00000133_c3_02,hurricane-matthew_00000133,train,outputs\real_processed\damage_crops\hurricane-matthew_00000133_c3_02.png,2,major-damage,539,675,979,725,1018
hurricane-matthew_00000133_c3_03,hurricane-matthew_00000133,train,outputs\real_processed\damage_crops\hurricane-matthew_00000133_c3_03.png,2,major-damage,409,440,304,482,342
hurricane-matthew_00000133_c3_04,hurricane-matthew_00000133,train,outputs\real_processed\damage_crops\hurricane-matthew_00000133_c3_04.png,2,major-damage,395,483,193,527,228
hurricane-matthew_00000133_c3_05,hurricane-matthew_00000133,train,outputs\real_processed\damage_crops\hurricane-matthew_00000133_c3_05.png,2,major-damage,370,129,685,173,730
hurricane-matthew_00000133_c4_00,hurricane-matthew_00000133,train,outputs\real_processed\damage_crops\hurricane-matthew_00000133_c4_00.png,3,destroyed,1420,450,976,525,1024
hurricane-matthew_00000133_c4_01,hurricane-matthew_00000133,train,outputs\real_processed\damage_crops\hurricane-matthew_00000133_c4_01.png,3,destroyed,645,266,36,314,83
hurricane-matthew_00000133_c4_02,hurricane-matthew_00000133,train,outputs\real_processed\damage_crops\hurricane-matthew_00000133_c4_02.png,3,destroyed,579,54,901,104,938
hurricane-matthew_00000133_c4_03,hurricane-matthew_00000133,train,outputs\real_processed\damage_crops\hurricane-matthew_00000133_c4_03.png,3,destroyed,458,201,144,247,191
hurricane-matthew_00000133_c4_04,hurricane-matthew_00000133,train,outputs\real_processed\damage_crops\hurricane-matthew_00000133_c4_04.png,3,destroyed,398,343,775,391,816
hurricane-matthew_00000133_c4_05,hurricane-matthew_00000133,train,outputs\real_processed\damage_crops\hurricane-matthew_00000133_c4_05.png,3,destroyed,345,775,905,819,936
hurricane-florence_00000472_c1_00,hurricane-florence_00000472,train,outputs\real_processed\damage_crops\hurricane-florence_00000472_c1_00.png,0,no-damage,2859,358,613,434,713
hurricane-florence_00000472_c1_01,hurricane-florence_00000472,train,outputs\real_processed\damage_crops\hurricane-florence_00000472_c1_01.png,0,no-damage,2595,0,0,82,68
hurricane-florence_00000472_c1_02,hurricane-florence_00000472,train,outputs\real_processed\damage_crops\hurricane-florence_00000472_c1_02.png,0,no-damage,2555,390,417,476,497
hurricane-florence_00000472_c1_03,hurricane-florence_00000472,train,outputs\real_processed\damage_crops\hurricane-florence_00000472_c1_03.png,0,no-damage,2319,39,333,118,410
hurricane-florence_00000472_c1_04,hurricane-florence_00000472,train,outputs\real_processed\damage_crops\hurricane-florence_00000472_c1_04.png,0,no-damage,2284,761,0,842,78
hurricane-florence_00000472_c1_05,hurricane-florence_00000472,train,outputs\real_processed\damage_crops\hurricane-florence_00000472_c1_05.png,0,no-damage,2255,83,907,157,991
hurricane-florence_00000472_c2_00,hurricane-florence_00000472,train,outputs\real_processed\damage_crops\hurricane-florence_00000472_c2_00.png,1,minor-damage,3446,454,762,563,852
hurricane-florence_00000472_c2_01,hurricane-florence_00000472,train,outputs\real_processed\damage_crops\hurricane-florence_00000472_c2_01.png,1,minor-damage,2336,495,723,592,789
hurricane-florence_00000472_c2_02,hurricane-florence_00000472,train,outputs\real_processed\damage_crops\hurricane-florence_00000472_c2_02.png,1,minor-damage,2145,545,955,637,1018
hurricane-florence_00000472_c2_03,hurricane-florence_00000472,train,outputs\real_processed\damage_crops\hurricane-florence_00000472_c2_03.png,1,minor-damage,1938,521,908,597,967
hurricane-florence_00000472_c2_04,hurricane-florence_00000472,train,outputs\real_processed\damage_crops\hurricane-florence_00000472_c2_04.png,1,minor-damage,411,592,1001,652,1024
hurricane-florence_00000472_c3_00,hurricane-florence_00000472,train,outputs\real_processed\damage_crops\hurricane-florence_00000472_c3_00.png,2,major-damage,2306,789,776,867,851
hurricane-florence_00000472_c3_01,hurricane-florence_00000472,train,outputs\real_processed\damage_crops\hurricane-florence_00000472_c3_01.png,2,major-damage,2213,858,474,946,548
hurricane-florence_00000472_c3_02,hurricane-florence_00000472,train,outputs\real_processed\damage_crops\hurricane-florence_00000472_c3_02.png,2,major-damage,2140,695,683,767,759
hurricane-florence_00000472_c3_03,hurricane-florence_00000472,train,outputs\real_processed\damage_crops\hurricane-florence_00000472_c3_03.png,2,major-damage,2129,737,732,820,810
hurricane-florence_00000472_c3_04,hurricane-florence_00000472,train,outputs\real_processed\damage_crops\hurricane-florence_00000472_c3_04.png,2,major-damage,1935,898,707,975,787
hurricane-florence_00000472_c3_05,hurricane-florence_00000472,train,outputs\real_processed\damage_crops\hurricane-florence_00000472_c3_05.png,2,major-damage,1735,933,938,1014,1002
hurricane-florence_00000423_c3_00,hurricane-florence_00000423,train,outputs\real_processed\damage_crops\hurricane-florence_00000423_c3_00.png,2,major-damage,334,122,736,164,776
hurricane-florence_00000423_c3_01,hurricane-florence_00000423,train,outputs\real_processed\damage_crops\hurricane-florence_00000423_c3_01.png,2,major-damage,106,136,760,165,789
hurricane-harvey_00000494_c1_00,hurricane-harvey_00000494,train,outputs\real_processed\damage_crops\hurricane-harvey_00000494_c1_00.png,0,no-damage,21543,843,513,918,905
hurricane-harvey_00000494_c1_01,hurricane-harvey_00000494,train,outputs\real_processed\damage_crops\hurricane-harvey_00000494_c1_01.png,0,no-damage,17835,967,508,1024,901
hurricane-harvey_00000494_c1_02,hurricane-harvey_00000494,train,outputs\real_processed\damage_crops\hurricane-harvey_00000494_c1_02.png,0,no-damage,15830,284,22,421,173
hurricane-harvey_00000494_c1_03,hurricane-harvey_00000494,train,outputs\real_processed\damage_crops\hurricane-harvey_00000494_c1_03.png,0,no-damage,15236,661,642,740,908
hurricane-harvey_00000494_c1_04,hurricane-harvey_00000494,train,outputs\real_processed\damage_crops\hurricane-harvey_00000494_c1_04.png,0,no-damage,11444,786,641,852,890
hurricane-harvey_00000494_c1_05,hurricane-harvey_00000494,train,outputs\real_processed\damage_crops\hurricane-harvey_00000494_c1_05.png,0,no-damage,11411,490,189,764,263
palu-tsunami_00000083_c1_00,palu-tsunami_00000083,train,outputs\real_processed\damage_crops\palu-tsunami_00000083_c1_00.png,0,no-damage,16611,422,0,654,277
palu-tsunami_00000083_c1_01,palu-tsunami_00000083,train,outputs\real_processed\damage_crops\palu-tsunami_00000083_c1_01.png,0,no-damage,7366,600,408,742,551
palu-tsunami_00000083_c1_02,palu-tsunami_00000083,train,outputs\real_processed\damage_crops\palu-tsunami_00000083_c1_02.png,0,no-damage,6857,509,485,622,620
palu-tsunami_00000083_c1_03,palu-tsunami_00000083,train,outputs\real_processed\damage_crops\palu-tsunami_00000083_c1_03.png,0,no-damage,5072,591,650,704,786
palu-tsunami_00000083_c1_04,palu-tsunami_00000083,train,outputs\real_processed\damage_crops\palu-tsunami_00000083_c1_04.png,0,no-damage,4705,416,353,564,444
palu-tsunami_00000083_c1_05,palu-tsunami_00000083,train,outputs\real_processed\damage_crops\palu-tsunami_00000083_c1_05.png,0,no-damage,4074,500,754,642,857
palu-tsunami_00000083_c3_00,palu-tsunami_00000083,train,outputs\real_processed\damage_crops\palu-tsunami_00000083_c3_00.png,2,major-damage,1531,978,963,1024,1024
palu-tsunami_00000083_c3_01,palu-tsunami_00000083,train,outputs\real_processed\damage_crops\palu-tsunami_00000083_c3_01.png,2,major-damage,692,777,756,828,808
palu-tsunami_00000083_c3_02,palu-tsunami_00000083,train,outputs\real_processed\damage_crops\palu-tsunami_00000083_c3_02.png,2,major-damage,508,707,423,751,467
palu-tsunami_00000083_c3_03,palu-tsunami_00000083,train,outputs\real_processed\damage_crops\palu-tsunami_00000083_c3_03.png,2,major-damage,151,742,540,774,571
palu-tsunami_00000083_c4_00,palu-tsunami_00000083,train,outputs\real_processed\damage_crops\palu-tsunami_00000083_c4_00.png,3,destroyed,484,931,670,976,712
palu-tsunami_00000083_c4_01,palu-tsunami_00000083,train,outputs\real_processed\damage_crops\palu-tsunami_00000083_c4_01.png,3,destroyed,461,715,281,752,321
palu-tsunami_00000083_c4_02,palu-tsunami_00000083,train,outputs\real_processed\damage_crops\palu-tsunami_00000083_c4_02.png,3,destroyed,254,695,348,727,383
palu-tsunami_00000083_c4_03,palu-tsunami_00000083,train,outputs\real_processed\damage_crops\palu-tsunami_00000083_c4_03.png,3,destroyed,235,797,476,834,513
palu-tsunami_00000083_c4_04,palu-tsunami_00000083,train,outputs\real_processed\damage_crops\palu-tsunami_00000083_c4_04.png,3,destroyed,209,975,698,1006,734
palu-tsunami_00000083_c4_05,palu-tsunami_00000083,train,outputs\real_processed\damage_crops\palu-tsunami_00000083_c4_05.png,3,destroyed,180,574,73,607,106
socal-fire_00000265_c4_00,socal-fire_00000265,train,outputs\real_processed\damage_crops\socal-fire_00000265_c4_00.png,3,destroyed,730,169,605,219,659
socal-fire_00000265_c4_01,socal-fire_00000265,train,outputs\real_processed\damage_crops\socal-fire_00000265_c4_01.png,3,destroyed,642,383,590,431,640
socal-fire_00000265_c4_02,socal-fire_00000265,train,outputs\real_processed\damage_crops\socal-fire_00000265_c4_02.png,3,destroyed,152,857,723,886,754
socal-fire_00000265_c4_03,socal-fire_00000265,train,outputs\real_processed\damage_crops\socal-fire_00000265_c4_03.png,3,destroyed,138,968,752,1001,784
mexico-earthquake_00000132_c1_00,mexico-earthquake_00000132,train,outputs\real_processed\damage_crops\mexico-earthquake_00000132_c1_00.png,0,no-damage,41115,30,397,321,653
mexico-earthquake_00000132_c1_01,mexico-earthquake_00000132,train,outputs\real_processed\damage_crops\mexico-earthquake_00000132_c1_01.png,0,no-damage,15083,282,776,516,1024
mexico-earthquake_00000132_c1_02,mexico-earthquake_00000132,train,outputs\real_processed\damage_crops\mexico-earthquake_00000132_c1_02.png,0,no-damage,11403,234,773,385,990
mexico-earthquake_00000132_c1_03,mexico-earthquake_00000132,train,outputs\real_processed\damage_crops\mexico-earthquake_00000132_c1_03.png,0,no-damage,8477,0,0,291,99
mexico-earthquake_00000132_c1_04,mexico-earthquake_00000132,train,outputs\real_processed\damage_crops\mexico-earthquake_00000132_c1_04.png,0,no-damage,7811,1,905,185,1024
mexico-earthquake_00000132_c1_05,mexico-earthquake_00000132,train,outputs\real_processed\damage_crops\mexico-earthquake_00000132_c1_05.png,0,no-damage,5888,95,781,213,914
hurricane-michael_00000122_c1_00,hurricane-michael_00000122,train,outputs\real_processed\damage_crops\hurricane-michael_00000122_c1_00.png,0,no-damage,358,1004,370,1024,421
hurricane-michael_00000122_c1_01,hurricane-michael_00000122,train,outputs\real_processed\damage_crops\hurricane-michael_00000122_c1_01.png,0,no-damage,344,997,430,1024,470
hurricane-michael_00000122_c1_02,hurricane-michael_00000122,train,outputs\real_processed\damage_crops\hurricane-michael_00000122_c1_02.png,0,no-damage,271,972,391,1006,424
hurricane-michael_00000122_c1_03,hurricane-michael_00000122,train,outputs\real_processed\damage_crops\hurricane-michael_00000122_c1_03.png,0,no-damage,242,1007,467,1024,514
hurricane-michael_00000122_c4_00,hurricane-michael_00000122,train,outputs\real_processed\damage_crops\hurricane-michael_00000122_c4_00.png,3,destroyed,967,965,796,1004,858
santa-rosa-wildfire_00000018_c4_00,santa-rosa-wildfire_00000018,train,outputs\real_processed\damage_crops\santa-rosa-wildfire_00000018_c4_00.png,3,destroyed,1245,90,729,153,787
santa-rosa-wildfire_00000018_c4_01,santa-rosa-wildfire_00000018,train,outputs\real_processed\damage_crops\santa-rosa-wildfire_00000018_c4_01.png,3,destroyed,1177,0,867,62,917
santa-rosa-wildfire_00000018_c4_02,santa-rosa-wildfire_00000018,train,outputs\real_processed\damage_crops\santa-rosa-wildfire_00000018_c4_02.png,3,destroyed,717,3,687,61,736
santa-rosa-wildfire_00000018_c4_03,santa-rosa-wildfire_00000018,train,outputs\real_processed\damage_crops\santa-rosa-wildfire_00000018_c4_03.png,3,destroyed,420,104,867,151,910
santa-rosa-wildfire_00000018_c4_04,santa-rosa-wildfire_00000018,train,outputs\real_processed\damage_crops\santa-rosa-wildfire_00000018_c4_04.png,3,destroyed,380,708,1005,762,1024
santa-rosa-wildfire_00000018_c4_05,santa-rosa-wildfire_00000018,train,outputs\real_processed\damage_crops\santa-rosa-wildfire_00000018_c4_05.png,3,destroyed,144,116,826,150,858
mexico-earthquake_00000093_c1_00,mexico-earthquake_00000093,train,outputs\real_processed\damage_crops\mexico-earthquake_00000093_c1_00.png,0,no-damage,6733,421,0,553,81
mexico-earthquake_00000093_c1_01,mexico-earthquake_00000093,train,outputs\real_processed\damage_crops\mexico-earthquake_00000093_c1_01.png,0,no-damage,5530,606,489,719,608
mexico-earthquake_00000093_c1_02,mexico-earthquake_00000093,train,outputs\real_processed\damage_crops\mexico-earthquake_00000093_c1_02.png,0,no-damage,4350,108,377,192,487
mexico-earthquake_00000093_c1_03,mexico-earthquake_00000093,train,outputs\real_processed\damage_crops\mexico-earthquake_00000093_c1_03.png,0,no-damage,4221,572,377,677,474
mexico-earthquake_00000093_c1_04,mexico-earthquake_00000093,train,outputs\real_processed\damage_crops\mexico-earthquake_00000093_c1_04.png,0,no-damage,3952,544,0,681,102
mexico-earthquake_00000093_c1_05,mexico-earthquake_00000093,train,outputs\real_processed\damage_crops\mexico-earthquake_00000093_c1_05.png,0,no-damage,3718,59,243,151,360
socal-fire_00000065_c1_00,socal-fire_00000065,train,outputs\real_processed\damage_crops\socal-fire_00000065_c1_00.png,0,no-damage,173,973,567,1004,601
mexico-earthquake_00000151_c1_00,mexico-earthquake_00000151,train,outputs\real_processed\damage_crops\mexico-earthquake_00000151_c1_00.png,0,no-damage,12290,532,266,788,401
mexico-earthquake_00000151_c1_01,mexico-earthquake_00000151,train,outputs\real_processed\damage_crops\mexico-earthquake_00000151_c1_01.png,0,no-damage,11620,594,109,788,299
mexico-earthquake_00000151_c1_02,mexico-earthquake_00000151,train,outputs\real_processed\damage_crops\mexico-earthquake_00000151_c1_02.png,0,no-damage,10690,400,737,550,915
mexico-earthquake_00000151_c1_03,mexico-earthquake_00000151,train,outputs\real_processed\damage_crops\mexico-earthquake_00000151_c1_03.png,0,no-damage,10334,797,487,981,677
mexico-earthquake_00000151_c1_04,mexico-earthquake_00000151,train,outputs\real_processed\damage_crops\mexico-earthquake_00000151_c1_04.png,0,no-damage,9612,21,805,165,1003
mexico-earthquake_00000151_c1_05,mexico-earthquake_00000151,train,outputs\real_processed\damage_crops\mexico-earthquake_00000151_c1_05.png,0,no-damage,8316,500,507,694,636
mexico-earthquake_00000151_c2_00,mexico-earthquake_00000151,train,outputs\real_processed\damage_crops\mexico-earthquake_00000151_c2_00.png,1,minor-damage,4430,182,230,286,328
mexico-earthquake_00000151_c2_01,mexico-earthquake_00000151,train,outputs\real_processed\damage_crops\mexico-earthquake_00000151_c2_01.png,1,minor-damage,2629,18,243,121,310
mexico-earthquake_00000151_c2_02,mexico-earthquake_00000151,train,outputs\real_processed\damage_crops\mexico-earthquake_00000151_c2_02.png,1,minor-damage,2214,780,321,857,391
mexico-earthquake_00000151_c2_03,mexico-earthquake_00000151,train,outputs\real_processed\damage_crops\mexico-earthquake_00000151_c2_03.png,1,minor-damage,986,107,264,162,321
socal-fire_00000840_c1_00,socal-fire_00000840,train,outputs\real_processed\damage_crops\socal-fire_00000840_c1_00.png,0,no-damage,28020,579,158,910,286
socal-fire_00000840_c1_01,socal-fire_00000840,train,outputs\real_processed\damage_crops\socal-fire_00000840_c1_01.png,0,no-damage,18712,584,278,910,375
socal-fire_00000840_c1_02,socal-fire_00000840,train,outputs\real_processed\damage_crops\socal-fire_00000840_c1_02.png,0,no-damage,13966,516,734,681,901
socal-fire_00000840_c1_03,socal-fire_00000840,train,outputs\real_processed\damage_crops\socal-fire_00000840_c1_03.png,0,no-damage,12808,595,627,796,786
socal-fire_00000840_c1_04,socal-fire_00000840,train,outputs\real_processed\damage_crops\socal-fire_00000840_c1_04.png,0,no-damage,10495,819,731,966,887
socal-fire_00000840_c1_05,socal-fire_00000840,train,outputs\real_processed\damage_crops\socal-fire_00000840_c1_05.png,0,no-damage,9738,134,677,250,807
palu-tsunami_00000071_c1_00,palu-tsunami_00000071,train,outputs\real_processed\damage_crops\palu-tsunami_00000071_c1_00.png,0,no-damage,8393,361,702,477,848
palu-tsunami_00000071_c1_01,palu-tsunami_00000071,train,outputs\real_processed\damage_crops\palu-tsunami_00000071_c1_01.png,0,no-damage,6005,69,0,222,195
palu-tsunami_00000071_c1_02,palu-tsunami_00000071,train,outputs\real_processed\damage_crops\palu-tsunami_00000071_c1_02.png,0,no-damage,4662,0,76,113,176
palu-tsunami_00000071_c1_03,palu-tsunami_00000071,train,outputs\real_processed\damage_crops\palu-tsunami_00000071_c1_03.png,0,no-damage,4009,0,657,105,752
palu-tsunami_00000071_c1_04,palu-tsunami_00000071,train,outputs\real_processed\damage_crops\palu-tsunami_00000071_c1_04.png,0,no-damage,2815,47,246,128,361
palu-tsunami_00000071_c1_05,palu-tsunami_00000071,train,outputs\real_processed\damage_crops\palu-tsunami_00000071_c1_05.png,0,no-damage,2646,915,402,1006,483
palu-tsunami_00000071_c3_00,palu-tsunami_00000071,train,outputs\real_processed\damage_crops\palu-tsunami_00000071_c3_00.png,2,major-damage,1148,108,538,171,591
palu-tsunami_00000071_c3_01,palu-tsunami_00000071,train,outputs\real_processed\damage_crops\palu-tsunami_00000071_c3_01.png,2,major-damage,996,0,555,49,608
palu-tsunami_00000071_c4_00,palu-tsunami_00000071,train,outputs\real_processed\damage_crops\palu-tsunami_00000071_c4_00.png,3,destroyed,5114,117,204,290,286
palu-tsunami_00000071_c4_01,palu-tsunami_00000071,train,outputs\real_processed\damage_crops\palu-tsunami_00000071_c4_01.png,3,destroyed,1011,42,542,124,581
palu-tsunami_00000071_c4_02,palu-tsunami_00000071,train,outputs\real_processed\damage_crops\palu-tsunami_00000071_c4_02.png,3,destroyed,737,54,572,98,622
palu-tsunami_00000071_c4_03,palu-tsunami_00000071,train,outputs\real_processed\damage_crops\palu-tsunami_00000071_c4_03.png,3,destroyed,326,52,612,95,654
palu-tsunami_00000071_c4_04,palu-tsunami_00000071,train,outputs\real_processed\damage_crops\palu-tsunami_00000071_c4_04.png,3,destroyed,224,109,585,149,619
palu-tsunami_00000071_c4_05,palu-tsunami_00000071,train,outputs\real_processed\damage_crops\palu-tsunami_00000071_c4_05.png,3,destroyed,166,37,505,68,535
hurricane-harvey_00000431_c1_00,hurricane-harvey_00000431,train,outputs\real_processed\damage_crops\hurricane-harvey_00000431_c1_00.png,0,no-damage,7523,259,657,312,931
hurricane-harvey_00000431_c1_01,hurricane-harvey_00000431,train,outputs\real_processed\damage_crops\hurricane-harvey_00000431_c1_01.png,0,no-damage,7003,0,336,191,396
hurricane-harvey_00000431_c1_02,hurricane-harvey_00000431,train,outputs\real_processed\damage_crops\hurricane-harvey_00000431_c1_02.png,0,no-damage,5928,58,35,187,110
hurricane-harvey_00000431_c1_03,hurricane-harvey_00000431,train,outputs\real_processed\damage_crops\hurricane-harvey_00000431_c1_03.png,0,no-damage,5705,0,429,171,484
hurricane-harvey_00000431_c1_04,hurricane-harvey_00000431,train,outputs\real_processed\damage_crops\hurricane-harvey_00000431_c1_04.png,0,no-damage,5597,57,177,185,249
hurricane-harvey_00000431_c1_05,hurricane-harvey_00000431,train,outputs\real_processed\damage_crops\hurricane-harvey_00000431_c1_05.png,0,no-damage,5506,200,418,326,506
hurricane-michael_00000392_c1_00,hurricane-michael_00000392,train,outputs\real_processed\damage_crops\hurricane-michael_00000392_c1_00.png,0,no-damage,1556,438,566,508,637
hurricane-michael_00000392_c1_01,hurricane-michael_00000392,train,outputs\real_processed\damage_crops\hurricane-michael_00000392_c1_01.png,0,no-damage,1078,416,88,467,137
hurricane-michael_00000392_c1_02,hurricane-michael_00000392,train,outputs\real_processed\damage_crops\hurricane-michael_00000392_c1_02.png,0,no-damage,334,682,230,722,274
hurricane-michael_00000392_c2_00,hurricane-michael_00000392,train,outputs\real_processed\damage_crops\hurricane-michael_00000392_c2_00.png,1,minor-damage,2764,638,312,705,409
hurricane-michael_00000392_c2_01,hurricane-michael_00000392,train,outputs\real_processed\damage_crops\hurricane-michael_00000392_c2_01.png,1,minor-damage,1888,485,182,554,247
hurricane-michael_00000392_c2_02,hurricane-michael_00000392,train,outputs\real_processed\damage_crops\hurricane-michael_00000392_c2_02.png,1,minor-damage,651,362,68,408,110
hurricane-harvey_00000470_c2_00,hurricane-harvey_00000470,train,outputs\real_processed\damage_crops\hurricane-harvey_00000470_c2_00.png,1,minor-damage,2810,983,669,1024,778
hurricane-harvey_00000470_c2_01,hurricane-harvey_00000470,train,outputs\real_processed\damage_crops\hurricane-harvey_00000470_c2_01.png,1,minor-damage,1714,981,874,1024,950
hurricane-harvey_00000470_c2_02,hurricane-harvey_00000470,train,outputs\real_processed\damage_crops\hurricane-harvey_00000470_c2_02.png,1,minor-damage,1682,956,815,1024,862
hurricane-harvey_00000470_c3_00,hurricane-harvey_00000470,train,outputs\real_processed\damage_crops\hurricane-harvey_00000470_c3_00.png,2,major-damage,121190,457,503,852,1024
hurricane-harvey_00000470_c3_01,hurricane-harvey_00000470,train,outputs\real_processed\damage_crops\hurricane-harvey_00000470_c3_01.png,2,major-damage,36765,482,0,806,202
hurricane-harvey_00000470_c3_02,hurricane-harvey_00000470,train,outputs\real_processed\damage_crops\hurricane-harvey_00000470_c3_02.png,2,major-damage,20855,624,457,730,715
hurricane-harvey_00000470_c3_03,hurricane-harvey_00000470,train,outputs\real_processed\damage_crops\hurricane-harvey_00000470_c3_03.png,2,major-damage,14897,266,837,426,1024
hurricane-harvey_00000470_c3_04,hurricane-harvey_00000470,train,outputs\real_processed\damage_crops\hurricane-harvey_00000470_c3_04.png,2,major-damage,6880,6,809,138,889
hurricane-harvey_00000470_c3_05,hurricane-harvey_00000470,train,outputs\real_processed\damage_crops\hurricane-harvey_00000470_c3_05.png,2,major-damage,6409,9,732,137,812
hurricane-harvey_00000470_c4_00,hurricane-harvey_00000470,train,outputs\real_processed\damage_crops\hurricane-harvey_00000470_c4_00.png,3,destroyed,916,384,741,431,809
socal-fire_00000792_c1_00,socal-fire_00000792,train,outputs\real_processed\damage_crops\socal-fire_00000792_c1_00.png,0,no-damage,2764,134,854,230,918
socal-fire_00000792_c1_01,socal-fire_00000792,train,outputs\real_processed\damage_crops\socal-fire_00000792_c1_01.png,0,no-damage,2450,254,912,347,990
socal-fire_00000792_c1_02,socal-fire_00000792,train,outputs\real_processed\damage_crops\socal-fire_00000792_c1_02.png,0,no-damage,2318,324,818,423,896
socal-fire_00000792_c1_03,socal-fire_00000792,train,outputs\real_processed\damage_crops\socal-fire_00000792_c1_03.png,0,no-damage,1905,445,741,530,825
socal-fire_00000792_c1_04,socal-fire_00000792,train,outputs\real_processed\damage_crops\socal-fire_00000792_c1_04.png,0,no-damage,1752,351,675,422,755
socal-fire_00000792_c1_05,socal-fire_00000792,train,outputs\real_processed\damage_crops\socal-fire_00000792_c1_05.png,0,no-damage,1481,429,960,506,1016
socal-fire_00000792_c4_00,socal-fire_00000792,train,outputs\real_processed\damage_crops\socal-fire_00000792_c4_00.png,3,destroyed,3191,0,371,45,489
socal-fire_00000792_c4_01,socal-fire_00000792,train,outputs\real_processed\damage_crops\socal-fire_00000792_c4_01.png,3,destroyed,1370,56,598,118,665
socal-fire_00000792_c4_02,socal-fire_00000792,train,outputs\real_processed\damage_crops\socal-fire_00000792_c4_02.png,3,destroyed,1359,289,433,371,490
socal-fire_00000792_c4_03,socal-fire_00000792,train,outputs\real_processed\damage_crops\socal-fire_00000792_c4_03.png,3,destroyed,632,21,547,75,600
socal-fire_00000792_c4_04,socal-fire_00000792,train,outputs\real_processed\damage_crops\socal-fire_00000792_c4_04.png,3,destroyed,540,23,489,64,528
hurricane-florence_00000531_c1_00,hurricane-florence_00000531,train,outputs\real_processed\damage_crops\hurricane-florence_00000531_c1_00.png,0,no-damage,3108,164,82,241,156
hurricane-florence_00000531_c3_00,hurricane-florence_00000531,train,outputs\real_processed\damage_crops\hurricane-florence_00000531_c3_00.png,2,major-damage,1058,551,58,613,98
hurricane-harvey_00000261_c3_00,hurricane-harvey_00000261,train,outputs\real_processed\damage_crops\hurricane-harvey_00000261_c3_00.png,2,major-damage,1447,971,962,1024,1024
hurricane-harvey_00000261_c3_01,hurricane-harvey_00000261,train,outputs\real_processed\damage_crops\hurricane-harvey_00000261_c3_01.png,2,major-damage,1426,966,424,1024,491
hurricane-harvey_00000261_c3_02,hurricane-harvey_00000261,train,outputs\real_processed\damage_crops\hurricane-harvey_00000261_c3_02.png,2,major-damage,959,900,382,935,449
hurricane-harvey_00000261_c3_03,hurricane-harvey_00000261,train,outputs\real_processed\damage_crops\hurricane-harvey_00000261_c3_03.png,2,major-damage,898,955,808,1010,849
hurricane-harvey_00000261_c3_04,hurricane-harvey_00000261,train,outputs\real_processed\damage_crops\hurricane-harvey_00000261_c3_04.png,2,major-damage,501,930,464,973,513
hurricane-harvey_00000261_c3_05,hurricane-harvey_00000261,train,outputs\real_processed\damage_crops\hurricane-harvey_00000261_c3_05.png,2,major-damage,402,996,875,1024,931
midwest-flooding_00000406_c2_00,midwest-flooding_00000406,train,outputs\real_processed\damage_crops\midwest-flooding_00000406_c2_00.png,1,minor-damage,169,0,326,20,368
hurricane-harvey_00000108_c1_00,hurricane-harvey_00000108,train,outputs\real_processed\damage_crops\hurricane-harvey_00000108_c1_00.png,0,no-damage,44487,141,650,513,860
