id,source_split,split,pre_image,post_image,mask_path
socal-fire_00000286,train,train,data\xview2_real\train\images\socal-fire_00000286_pre_disaster.png,data\xview2_real\train\images\socal-fire_00000286_post_disaster.png,data\xview2_real\train\masks\socal-fire_00000286_post_disaster_target.png
socal-fire_00000715,train,train,data\xview2_real\train\images\socal-fire_00000715_pre_disaster.png,data\xview2_real\train\images\socal-fire_00000715_post_disaster.png,data\xview2_real\train\masks\socal-fire_00000715_post_disaster_target.png
hurricane-michael_00000275,train,train,data\xview2_real\train\images\hurricane-michael_00000275_pre_disaster.png,data\xview2_real\train\images\hurricane-michael_00000275_post_disaster.png,data\xview2_real\train\masks\hurricane-michael_00000275_post_disaster_target.png
mexico-earthquake_00000078,train,train,data\xview2_real\train\images\mexico-earthquake_00000078_pre_disaster.png,data\xview2_real\train\images\mexico-earthquake_00000078_post_disaster.png,data\xview2_real\train\masks\mexico-earthquake_00000078_post_disaster_target.png
hurricane-florence_00000203,train,train,data\xview2_real\train\images\hurricane-florence_00000203_pre_disaster.png,data\xview2_real\train\images\hurricane-florence_00000203_post_disaster.png,data\xview2_real\train\masks\hurricane-florence_00000203_post_disaster_target.png
socal-fire_00001204,train,train,data\xview2_real\train\images\socal-fire_00001204_pre_disaster.png,data\xview2_real\train\images\socal-fire_00001204_post_disaster.png,data\xview2_real\train\masks\socal-fire_00001204_post_disaster_target.png
socal-fire_00000619,train,train,data\xview2_real\train\images\socal-fire_00000619_pre_disaster.png,data\xview2_real\train\images\socal-fire_00000619_post_disaster.png,data\xview2_real\train\masks\socal-fire_00000619_post_disaster_target.png
socal-fire_00001244,train,train,data\xview2_real\train\images\socal-fire_00001244_pre_disaster.png,data\xview2_real\train\images\socal-fire_00001244_post_disaster.png,data\xview2_real\train\masks\socal-fire_00001244_post_disaster_target.png
hurricane-michael_00000388,train,train,data\xview2_real\train\images\hurricane-michael_00000388_pre_disaster.png,data\xview2_real\train\images\hurricane-michael_00000388_post_disaster.png,data\xview2_real\train\masks\hurricane-michael_00000388_post_disaster_target.png
hurricane-michael_00000440,train,train,data\xview2_real\train\images\hurricane-michael_00000440_pre_disaster.png,data\xview2_real\train\images\hurricane-michael_00000440_post_disaster.png,data\xview2_real\train\masks\hurricane-michael_00000440_post_disaster_target.png
hurricane-florence_00000159,train,train,data\xview2_real\train\images\hurricane-florence_00000159_pre_disaster.png,data\xview2_real\train\images\hurricane-florence_00000159_post_disaster.png,data\xview2_real\train\masks\hurricane-florence_00000159_post_disaster_target.png
midwest-flooding_00000319,train,train,data\xview2_real\train\images\midwest-flooding_00000319_pre_disaster.png,data\xview2_real\train\images\midwest-flooding_00000319_post_disaster.png,data\xview2_real\train\masks\midwest-flooding_00000319_post_disaster_target.png
hurricane-matthew_00000205,train,train,data\xview2_real\train\images\hurricane-matthew_00000205_pre_disaster.png,data\xview2_real\train\images\hurricane-matthew_00000205_post_disaster.png,data\xview2_real\train\masks\hurricane-matthew_00000205_post_disaster_target.png
socal-fire_00000251,train,train,data\xview2_real\train\images\socal-fire_00000251_pre_disaster.png,data\xview2_real\train\images\socal-fire_00000251_post_disaster.png,data\xview2_real\train\masks\socal-fire_00000251_post_disaster_target.png
hurricane-harvey_00000369,train,train,data\xview2_real\train\images\hurricane-harvey_00000369_pre_disaster.png,data\xview2_real\train\images\hurricane-harvey_00000369_post_disaster.png,data\xview2_real\train\masks\hurricane-harvey_00000369_post_disaster_target.png
midwest-flooding_00000346,train,train,data\xview2_real\train\images\midwest-flooding_00000346_pre_disaster.png,data\xview2_real\train\images\midwest-flooding_00000346_post_disaster.png,data\xview2_real\train\masks\midwest-flooding_00000346_post_disaster_target.png
hurricane-michael_00000347,train,train,data\xview2_real\train\images\hurricane-michael_00000347_pre_disaster.png,data\xview2_real\train\images\hurricane-michael_00000347_post_disaster.png,data\xview2_real\train\masks\hurricane-michael_00000347_post_disaster_target.png
midwest-flooding_00000310,train,train,data\xview2_real\train\images\midwest-flooding_00000310_pre_disaster.png,data\xview2_real\train\images\midwest-flooding_00000310_post_disaster.png,data\xview2_real\train\masks\midwest-flooding_00000310_post_disaster_target.png
santa-rosa-wildfire_00000171,train,train,data\xview2_real\train\images\santa-rosa-wildfire_00000171_pre_disaster.png,data\xview2_real\train\images\santa-rosa-wildfire_00000171_post_disaster.png,data\xview2_real\train\masks\santa-rosa-wildfire_00000171_post_disaster_target.png
hurricane-matthew_00000185,train,train,data\xview2_real\train\images\hurricane-matthew_00000185_pre_disaster.png,data\xview2_real\train\images\hurricane-matthew_00000185_post_disaster.png,data\xview2_real\train\masks\hurricane-matthew_00000185_post_disaster_target.png
hurricane-harvey_00000506,train,train,data\xview2_real\train\images\hurricane-harvey_00000506_pre_disaster.png,data\xview2_real\train\images\hurricane-harvey_00000506_post_disaster.png,data\xview2_real\train\masks\hurricane-harvey_00000506_post_disaster_target.png
guatemala-volcano_00000019,train,train,data\xview2_real\train\images\guatemala-volcano_00000019_pre_disaster.png,data\xview2_real\train\images\guatemala-volcano_00000019_post_disaster.png,data\xview2_real\train\masks\guatemala-volcano_00000019_post_disaster_target.png
santa-rosa-wildfire_00000116,train,train,data\xview2_real\train\images\santa-rosa-wildfire_00000116_pre_disaster.png,data\xview2_real\train\images\santa-rosa-wildfire_00000116_post_disaster.png,data\xview2_real\train\masks\santa-rosa-wildfire_00000116_post_disaster_target.png
hurricane-michael_00000050,train,train,data\xview2_real\train\images\hurricane-michael_00000050_pre_disaster.png,data\xview2_real\train\images\hurricane-michael_00000050_post_disaster.png,data\xview2_real\train\masks\hurricane-michael_00000050_post_disaster_target.png
hurricane-harvey_00000224,train,train,data\xview2_real\train\images\hurricane-harvey_00000224_pre_disaster.png,data\xview2_real\train\images\hurricane-harvey_00000224_post_disaster.png,data\xview2_real\train\masks\hurricane-harvey_00000224_post_disaster_target.png
hurricane-florence_00000336,train,train,data\xview2_real\train\images\hurricane-florence_00000336_pre_disaster.png,data\xview2_real\train\images\hurricane-florence_00000336_post_disaster.png,data\xview2_real\train\masks\hurricane-florence_00000336_post_disaster_target.png
hurricane-florence_00000389,train,train,data\xview2_real\train\images\hurricane-florence_00000389_pre_disaster.png,data\xview2_real\train\images\hurricane-florence_00000389_post_disaster.png,data\xview2_real\train\masks\hurricane-florence_00000389_post_disaster_target.png
santa-rosa-wildfire_00000153,train,train,data\xview2_real\train\images\santa-rosa-wildfire_00000153_pre_disaster.png,data\xview2_real\train\images\santa-rosa-wildfire_00000153_post_disaster.png,data\xview2_real\train\masks\santa-rosa-wildfire_00000153_post_disaster_target.png
socal-fire_00001117,train,train,data\xview2_real\train\images\socal-fire_00001117_pre_disaster.png,data\xview2_real\train\images\socal-fire_00001117_post_disaster.png,data\xview2_real\train\masks\socal-fire_00001117_post_disaster_target.png
hurricane-matthew_00000173,train,train,data\xview2_real\train\images\hurricane-matthew_00000173_pre_disaster.png,data\xview2_real\train\images\hurricane-matthew_00000173_post_disaster.png,data\xview2_real\train\masks\hurricane-matthew_00000173_post_disaster_target.png
socal-fire_00000972,train,train,data\xview2_real\train\images\socal-fire_00000972_pre_disaster.png,data\xview2_real\train\images\socal-fire_00000972_post_disaster.png,data\xview2_real\train\masks\socal-fire_00000972_post_disaster_target.png
socal-fire_00000363,train,train,data\xview2_real\train\images\socal-fire_00000363_pre_disaster.png,data\xview2_real\train\images\socal-fire_00000363_post_disaster.png,data\xview2_real\train\masks\socal-fire_00000363_post_disaster_target.png
hurricane-harvey_00000406,train,train,data\xview2_real\train\images\hurricane-harvey_00000406_pre_disaster.png,data\xview2_real\train\images\hurricane-harvey_00000406_post_disaster.png,data\xview2_real\train\masks\hurricane-harvey_00000406_post_disaster_target.png
hurricane-matthew_00000256,train,train,data\xview2_real\train\images\hurricane-matthew_00000256_pre_disaster.png,data\xview2_real\train\images\hurricane-matthew_00000256_post_disaster.png,data\xview2_real\train\masks\hurricane-matthew_00000256_post_disaster_target.png
hurricane-matthew_00000334,train,train,data\xview2_real\train\images\hurricane-matthew_00000334_pre_disaster.png,data\xview2_real\train\images\hurricane-matthew_00000334_post_disaster.png,data\xview2_real\train\masks\hurricane-matthew_00000334_post_disaster_target.png
hurricane-matthew_00000234,train,train,data\xview2_real\train\images\hurricane-matthew_00000234_pre_disaster.png,data\xview2_real\train\images\hurricane-matthew_00000234_post_disaster.png,data\xview2_real\train\masks\hurricane-matthew_00000234_post_disaster_target.png
santa-rosa-wildfire_00000095,train,train,data\xview2_real\train\images\santa-rosa-wildfire_00000095_pre_disaster.png,data\xview2_real\train\images\santa-rosa-wildfire_00000095_post_disaster.png,data\xview2_real\train\masks\santa-rosa-wildfire_00000095_post_disaster_target.png
socal-fire_00000357,train,train,data\xview2_real\train\images\socal-fire_00000357_pre_disaster.png,data\xview2_real\train\images\socal-fire_00000357_post_disaster.png,data\xview2_real\train\masks\socal-fire_00000357_post_disaster_target.png
socal-fire_00001238,train,train,data\xview2_real\train\images\socal-fire_00001238_pre_disaster.png,data\xview2_real\train\images\socal-fire_00001238_post_disaster.png,data\xview2_real\train\masks\socal-fire_00001238_post_disaster_target.png
hurricane-harvey_00000274,train,train,data\xview2_real\train\images\hurricane-harvey_00000274_pre_disaster.png,data\xview2_real\train\images\hurricane-harvey_00000274_post_disaster.png,data\xview2_real\train\masks\hurricane-harvey_00000274_post_disaster_target.png
socal-fire_00000989,train,train,data\xview2_real\train\images\socal-fire_00000989_pre_disaster.png,data\xview2_real\train\images\socal-fire_00000989_post_disaster.png,data\xview2_real\train\masks\socal-fire_00000989_post_disaster_target.png
socal-fire_00000601,train,train,data\xview2_real\train\images\socal-fire_00000601_pre_disaster.png,data\xview2_real\train\images\socal-fire_00000601_post_disaster.png,data\xview2_real\train\masks\socal-fire_00000601_post_disaster_target.png
midwest-flooding_00000388,train,train,data\xview2_real\train\images\midwest-flooding_00000388_pre_disaster.png,data\xview2_real\train\images\midwest-flooding_00000388_post_disaster.png,data\xview2_real\train\masks\midwest-flooding_00000388_post_disaster_target.png
hurricane-matthew_00000133,train,train,data\xview2_real\train\images\hurricane-matthew_00000133_pre_disaster.png,data\xview2_real\train\images\hurricane-matthew_00000133_post_disaster.png,data\xview2_real\train\masks\hurricane-matthew_00000133_post_disaster_target.png
hurricane-florence_00000472,train,train,data\xview2_real\train\images\hurricane-florence_00000472_pre_disaster.png,data\xview2_real\train\images\hurricane-florence_00000472_post_disaster.png,data\xview2_real\train\masks\hurricane-florence_00000472_post_disaster_target.png
hurricane-florence_00000423,train,train,data\xview2_real\train\images\hurricane-florence_00000423_pre_disaster.png,data\xview2_real\train\images\hurricane-florence_00000423_post_disaster.png,data\xview2_real\train\masks\hurricane-florence_00000423_post_disaster_target.png
hurricane-harvey_00000494,train,train,data\xview2_real\train\images\hurricane-harvey_00000494_pre_disaster.png,data\xview2_real\train\images\hurricane-harvey_00000494_post_disaster.png,data\xview2_real\train\masks\hurricane-harvey_00000494_post_disaster_target.png
palu-tsunami_00000083,train,train,data\xview2_real\train\images\palu-tsunami_00000083_pre_disaster.png,data\xview2_real\train\images\palu-tsunami_00000083_post_disaster.png,data\xview2_real\train\masks\palu-tsunami_00000083_post_disaster_target.png
socal-fire_00001337,train,train,data\xview2_real\train\images\socal-fire_00001337_pre_disaster.png,data\xview2_real\train\images\socal-fire_00001337_post_disaster.png,data\xview2_real\train\masks\socal-fire_00001337_post_disaster_target.png
socal-fire_00000265,train,train,data\xview2_real\train\images\socal-fire_00000265_pre_disaster.png,data\xview2_real\train\images\socal-fire_00000265_post_disaster.png,data\xview2_real\train\masks\socal-fire_00000265_post_disaster_target.png
mexico-earthquake_00000132,train,train,data\xview2_real\train\images\mexico-earthquake_00000132_pre_disaster.png,data\xview2_real\train\images\mexico-earthquake_00000132_post_disaster.png,data\xview2_real\train\masks\mexico-earthquake_00000132_post_disaster_target.png
hurricane-michael_00000122,train,train,data\xview2_real\train\images\hurricane-michael_00000122_pre_disaster.png,data\xview2_real\train\images\hurricane-michael_00000122_post_disaster.png,data\xview2_real\train\masks\hurricane-michael_00000122_post_disaster_target.png
santa-rosa-wildfire_00000018,train,train,data\xview2_real\train\images\santa-rosa-wildfire_00000018_pre_disaster.png,data\xview2_real\train\images\santa-rosa-wildfire_00000018_post_disaster.png,data\xview2_real\train\masks\santa-rosa-wildfire_00000018_post_disaster_target.png
mexico-earthquake_00000093,train,train,data\xview2_real\train\images\mexico-earthquake_00000093_pre_disaster.png,data\xview2_real\train\images\mexico-earthquake_00000093_post_disaster.png,data\xview2_real\train\masks\mexico-earthquake_00000093_post_disaster_target.png
socal-fire_00000065,train,train,data\xview2_real\train\images\socal-fire_00000065_pre_disaster.png,data\xview2_real\train\images\socal-fire_00000065_post_disaster.png,data\xview2_real\train\masks\socal-fire_00000065_post_disaster_target.png
mexico-earthquake_00000151,train,train,data\xview2_real\train\images\mexico-earthquake_00000151_pre_disaster.png,data\xview2_real\train\images\mexico-earthquake_00000151_post_disaster.png,data\xview2_real\train\masks\mexico-earthquake_00000151_post_disaster_target.png
socal-fire_00000840,train,train,data\xview2_real\train\images\socal-fire_00000840_pre_disaster.png,data\xview2_real\train\images\socal-fire_00000840_post_disaster.png,data\xview2_real\train\masks\socal-fire_00000840_post_disaster_target.png
palu-tsunami_00000071,train,train,data\xview2_real\train\images\palu-tsunami_00000071_pre_disaster.png,data\xview2_real\train\images\palu-tsunami_00000071_post_disaster.png,data\xview2_real\train\masks\palu-tsunami_00000071_post_disaster_target.png
hurricane-harvey_00000431,train,train,data\xview2_real\train\images\hurricane-harvey_00000431_pre_disaster.png,data\xview2_real\train\images\hurricane-harvey_00000431_post_disaster.png,data\xview2_real\train\masks\hurricane-harvey_00000431_post_disaster_target.png
socal-fire_00000851,train,train,data\xview2_real\train\images\socal-fire_00000851_pre_disaster.png,data\xview2_real\train\images\socal-fire_00000851_post_disaster.png,data\xview2_real\train\masks\socal-fire_00000851_post_disaster_target.png
hurricane-michael_00000392,train,train,data\xview2_real\train\images\hurricane-michael_00000392_pre_disaster.png,data\xview2_real\train\images\hurricane-michael_00000392_post_disaster.png,data\xview2_real\train\masks\hurricane-michael_00000392_post_disaster_target.png
hurricane-harvey_00000470,train,train,data\xview2_real\train\images\hurricane-harvey_00000470_pre_disaster.png,data\xview2_real\train\images\hurricane-harvey_00000470_post_disaster.png,data\xview2_real\train\masks\hurricane-harvey_00000470_post_disaster_target.png
hurricane-harvey_00000052,train,train,data\xview2_real\train\images\hurricane-harvey_00000052_pre_disaster.png,data\xview2_real\train\images\hurricane-harvey_00000052_post_disaster.png,data\xview2_real\train\masks\hurricane-harvey_00000052_post_disaster_target.png
socal-fire_00000792,train,train,data\xview2_real\train\images\socal-fire_00000792_pre_disaster.png,data\xview2_real\train\images\socal-fire_00000792_post_disaster.png,data\xview2_real\train\masks\socal-fire_00000792_post_disaster_target.png
hurricane-florence_00000531,train,train,data\xview2_real\train\images\hurricane-florence_00000531_pre_disaster.png,data\xview2_real\train\images\hurricane-florence_00000531_post_disaster.png,data\xview2_real\train\masks\hurricane-florence_00000531_post_disaster_target.png
hurricane-harvey_00000261,train,train,data\xview2_real\train\images\hurricane-harvey_00000261_pre_disaster.png,data\xview2_real\train\images\hurricane-harvey_00000261_post_disaster.png,data\xview2_real\train\masks\hurricane-harvey_00000261_post_disaster_target.png
socal-fire_00000461,train,train,data\xview2_real\train\images\socal-fire_00000461_pre_disaster.png,data\xview2_real\train\images\socal-fire_00000461_post_disaster.png,data\xview2_real\train\masks\socal-fire_00000461_post_disaster_target.png
midwest-flooding_00000406,train,train,data\xview2_real\train\images\midwest-flooding_00000406_pre_disaster.png,data\xview2_real\train\images\midwest-flooding_00000406_post_disaster.png,data\xview2_real\train\masks\midwest-flooding_00000406_post_disaster_target.png
hurricane-harvey_00000108,train,train,data\xview2_real\train\images\hurricane-harvey_00000108_pre_disaster.png,data\xview2_real\train\images\hurricane-harvey_00000108_post_disaster.png,data\xview2_real\train\masks\hurricane-harvey_00000108_post_disaster_target.png
hurricane-florence_00000494,train,train,data\xview2_real\train\images\hurricane-florence_00000494_pre_disaster.png,data\xview2_real\train\images\hurricane-florence_00000494_post_disaster.png,data\xview2_real\train\masks\hurricane-florence_00000494_post_disaster_target.png
hurricane-matthew_00000070,train,train,data\xview2_real\train\images\hurricane-matthew_00000070_pre_disaster.png,data\xview2_real\train\images\hurricane-matthew_00000070_post_disaster.png,data\xview2_real\train\masks\hurricane-matthew_00000070_post_disaster_target.png
midwest-flooding_00000237,train,train,data\xview2_real\train\images\midwest-flooding_00000237_pre_disaster.png,data\xview2_real\train\images\midwest-flooding_00000237_post_disaster.png,data\xview2_real\train\masks\midwest-flooding_00000237_post_disaster_target.png
midwest-flooding_00000131,train,train,data\xview2_real\train\images\midwest-flooding_00000131_pre_disaster.png,data\xview2_real\train\images\midwest-flooding_00000131_post_disaster.png,data\xview2_real\train\masks\midwest-flooding_00000131_post_disaster_target.png
midwest-flooding_00000242,train,train,data\xview2_real\train\images\midwest-flooding_00000242_pre_disaster.png,data\xview2_real\train\images\midwest-flooding_00000242_post_disaster.png,data\xview2_real\train\masks\midwest-flooding_00000242_post_disaster_target.png
mexico-earthquake_00000004,train,train,data\xview2_real\train\images\mexico-earthquake_00000004_pre_disaster.png,data\xview2_real\train\images\mexico-earthquake_00000004_post_disaster.png,data\xview2_real\train\masks\mexico-earthquake_00000004_post_disaster_target.png
santa-rosa-wildfire_00000327,train,train,data\xview2_real\train\images\santa-rosa-wildfire_00000327_pre_disaster.png,data\xview2_real\train\images\santa-rosa-wildfire_00000327_post_disaster.png,data\xview2_real\train\masks\santa-rosa-wildfire_00000327_post_disaster_target.png
hurricane-matthew_00000023,train,train,data\xview2_real\train\images\hurricane-matthew_00000023_pre_disaster.png,data\xview2_real\train\images\hurricane-matthew_00000023_post_disaster.png,data\xview2_real\train\masks\hurricane-matthew_00000023_post_disaster_target.png
socal-fire_00000495,train,train,data\xview2_real\train\images\socal-fire_00000495_pre_disaster.png,data\xview2_real\train\images\socal-fire_00000495_post_disaster.png,data\xview2_real\train\masks\socal-fire_00000495_post_disaster_target.png
socal-fire_00000957,train,train,data\xview2_real\train\images\socal-fire_00000957_pre_disaster.png,data\xview2_real\train\images\socal-fire_00000957_post_disaster.png,data\xview2_real\train\masks\socal-fire_00000957_post_disaster_target.png
midwest-flooding_00000188,train,train,data\xview2_real\train\images\midwest-flooding_00000188_pre_disaster.png,data\xview2_real\train\images\midwest-flooding_00000188_post_disaster.png,data\xview2_real\train\masks\midwest-flooding_00000188_post_disaster_target.png
hurricane-matthew_00000145,train,train,data\xview2_real\train\images\hurricane-matthew_00000145_pre_disaster.png,data\xview2_real\train\images\hurricane-matthew_00000145_post_disaster.png,data\xview2_real\train\masks\hurricane-matthew_00000145_post_disaster_target.png
hurricane-michael_00000125,train,train,data\xview2_real\train\images\hurricane-michael_00000125_pre_disaster.png,data\xview2_real\train\images\hurricane-michael_00000125_post_disaster.png,data\xview2_real\train\masks\hurricane-michael_00000125_post_disaster_target.png
hurricane-harvey_00000245,train,train,data\xview2_real\train\images\hurricane-harvey_00000245_pre_disaster.png,data\xview2_real\train\images\hurricane-harvey_00000245_post_disaster.png,data\xview2_real\train\masks\hurricane-harvey_00000245_post_disaster_target.png
socal-fire_00000313,train,train,data\xview2_real\train\images\socal-fire_00000313_pre_disaster.png,data\xview2_real\train\images\socal-fire_00000313_post_disaster.png,data\xview2_real\train\masks\socal-fire_00000313_post_disaster_target.png
hurricane-harvey_00000212,train,train,data\xview2_real\train\images\hurricane-harvey_00000212_pre_disaster.png,data\xview2_real\train\images\hurricane-harvey_00000212_post_disaster.png,data\xview2_real\train\masks\hurricane-harvey_00000212_post_disaster_target.png
palu-tsunami_00000087,train,train,data\xview2_real\train\images\palu-tsunami_00000087_pre_disaster.png,data\xview2_real\train\images\palu-tsunami_00000087_post_disaster.png,data\xview2_real\train\masks\palu-tsunami_00000087_post_disaster_target.png
socal-fire_00000964,train,train,data\xview2_real\train\images\socal-fire_00000964_pre_disaster.png,data\xview2_real\train\images\socal-fire_00000964_post_disaster.png,data\xview2_real\train\masks\socal-fire_00000964_post_disaster_target.png
socal-fire_00001368,train,train,data\xview2_real\train\images\socal-fire_00001368_pre_disaster.png,data\xview2_real\train\images\socal-fire_00001368_post_disaster.png,data\xview2_real\train\masks\socal-fire_00001368_post_disaster_target.png
socal-fire_00000887,train,train,data\xview2_real\train\images\socal-fire_00000887_pre_disaster.png,data\xview2_real\train\images\socal-fire_00000887_post_disaster.png,data\xview2_real\train\masks\socal-fire_00000887_post_disaster_target.png
socal-fire_00000689,train,train,data\xview2_real\train\images\socal-fire_00000689_pre_disaster.png,data\xview2_real\train\images\socal-fire_00000689_post_disaster.png,data\xview2_real\train\masks\socal-fire_00000689_post_disaster_target.png
socal-fire_00001340,train,train,data\xview2_real\train\images\socal-fire_00001340_pre_disaster.png,data\xview2_real\train\images\socal-fire_00001340_post_disaster.png,data\xview2_real\train\masks\socal-fire_00001340_post_disaster_target.png
hurricane-harvey_00000387,train,train,data\xview2_real\train\images\hurricane-harvey_00000387_pre_disaster.png,data\xview2_real\train\images\hurricane-harvey_00000387_post_disaster.png,data\xview2_real\train\masks\hurricane-harvey_00000387_post_disaster_target.png
hurricane-michael_00000220,train,train,data\xview2_real\train\images\hurricane-michael_00000220_pre_disaster.png,data\xview2_real\train\images\hurricane-michael_00000220_post_disaster.png,data\xview2_real\train\masks\hurricane-michael_00000220_post_disaster_target.png
santa-rosa-wildfire_00000199,train,train,data\xview2_real\train\images\santa-rosa-wildfire_00000199_pre_disaster.png,data\xview2_real\train\images\santa-rosa-wildfire_00000199_post_disaster.png,data\xview2_real\train\masks\santa-rosa-wildfire_00000199_post_disaster_target.png
socal-fire_00000010,train,train,data\xview2_real\train\images\socal-fire_00000010_pre_disaster.png,data\xview2_real\train\images\socal-fire_00000010_post_disaster.png,data\xview2_real\train\masks\socal-fire_00000010_post_disaster_target.png
hurricane-michael_00000393,train,train,data\xview2_real\train\images\hurricane-michael_00000393_pre_disaster.png,data\xview2_real\train\images\hurricane-michael_00000393_post_disaster.png,data\xview2_real\train\masks\hurricane-michael_00000393_post_disaster_target.png
mexico-earthquake_00000000,train,train,data\xview2_real\train\images\mexico-earthquake_00000000_pre_disaster.png,data\xview2_real\train\images\mexico-earthquake_00000000_post_disaster.png,data\xview2_real\train\masks\mexico-earthquake_00000000_post_disaster_target.png
hurricane-michael_00000244,train,train,data\xview2_real\train\images\hurricane-michael_00000244_pre_disaster.png,data\xview2_real\train\images\hurricane-michael_00000244_post_disaster.png,data\xview2_real\train\masks\hurricane-michael_00000244_post_disaster_target.png
hurricane-harvey_00000132,train,train,data\xview2_real\train\images\hurricane-harvey_00000132_pre_disaster.png,data\xview2_real\train\images\hurricane-harvey_00000132_post_disaster.png,data\xview2_real\train\masks\hurricane-harvey_00000132_post_disaster_target.png
socal-fire_00000374,train,train,data\xview2_real\train\images\socal-fire_00000374_pre_disaster.png,data\xview2_real\train\images\socal-fire_00000374_post_disaster.png,data\xview2_real\train\masks\socal-fire_00000374_post_disaster_target.png
hurricane-harvey_00000130,train,train,data\xview2_real\train\images\hurricane-harvey_00000130_pre_disaster.png,data\xview2_real\train\images\hurricane-harvey_00000130_post_disaster.png,data\xview2_real\train\masks\hurricane-harvey_00000130_post_disaster_target.png
hurricane-florence_00000066,train,train,data\xview2_real\train\images\hurricane-florence_00000066_pre_disaster.png,data\xview2_real\train\images\hurricane-florence_00000066_post_disaster.png,data\xview2_real\train\masks\hurricane-florence_00000066_post_disaster_target.png
socal-fire_00001398,train,train,data\xview2_real\train\images\socal-fire_00001398_pre_disaster.png,data\xview2_real\train\images\socal-fire_00001398_post_disaster.png,data\xview2_real\train\masks\socal-fire_00001398_post_disaster_target.png
santa-rosa-wildfire_00000091,train,train,data\xview2_real\train\images\santa-rosa-wildfire_00000091_pre_disaster.png,data\xview2_real\train\images\santa-rosa-wildfire_00000091_post_disaster.png,data\xview2_real\train\masks\santa-rosa-wildfire_00000091_post_disaster_target.png
santa-rosa-wildfire_00000055,train,train,data\xview2_real\train\images\santa-rosa-wildfire_00000055_pre_disaster.png,data\xview2_real\train\images\santa-rosa-wildfire_00000055_post_disaster.png,data\xview2_real\train\masks\santa-rosa-wildfire_00000055_post_disaster_target.png
midwest-flooding_00000229,train,train,data\xview2_real\train\images\midwest-flooding_00000229_pre_disaster.png,data\xview2_real\train\images\midwest-flooding_00000229_post_disaster.png,data\xview2_real\train\masks\midwest-flooding_00000229_post_disaster_target.png
hurricane-harvey_00000047,train,train,data\xview2_real\train\images\hurricane-harvey_00000047_pre_disaster.png,data\xview2_real\train\images\hurricane-harvey_00000047_post_disaster.png,data\xview2_real\train\masks\hurricane-harvey_00000047_post_disaster_target.png
hurricane-harvey_00000336,train,train,data\xview2_real\train\images\hurricane-harvey_00000336_pre_disaster.png,data\xview2_real\train\images\hurricane-harvey_00000336_post_disaster.png,data\xview2_real\train\masks\hurricane-harvey_00000336_post_disaster_target.png
midwest-flooding_00000123,train,train,data\xview2_real\train\images\midwest-flooding_00000123_pre_disaster.png,data\xview2_real\train\images\midwest-flooding_00000123_post_disaster.png,data\xview2_real\train\masks\midwest-flooding_00000123_post_disaster_target.png
hurricane-florence_00000067,train,train,data\xview2_real\train\images\hurricane-florence_00000067_pre_disaster.png,data\xview2_real\train\images\hurricane-florence_00000067_post_disaster.png,data\xview2_real\train\masks\hurricane-florence_00000067_post_disaster_target.png
socal-fire_00001211,train,train,data\xview2_real\train\images\socal-fire_00001211_pre_disaster.png,data\xview2_real\train\images\socal-fire_00001211_post_disaster.png,data\xview2_real\train\masks\socal-fire_00001211_post_disaster_target.png
santa-rosa-wildfire_00000361,train,train,data\xview2_real\train\images\santa-rosa-wildfire_00000361_pre_disaster.png,data\xview2_real\train\images\santa-rosa-wildfire_00000361_post_disaster.png,data\xview2_real\train\masks\santa-rosa-wildfire_00000361_post_disaster_target.png
hurricane-matthew_00000155,train,train,data\xview2_real\train\images\hurricane-matthew_00000155_pre_disaster.png,data\xview2_real\train\images\hurricane-matthew_00000155_post_disaster.png,data\xview2_real\train\masks\hurricane-matthew_00000155_post_disaster_target.png
socal-fire_00000874,train,train,data\xview2_real\train\images\socal-fire_00000874_pre_disaster.png,data\xview2_real\train\images\socal-fire_00000874_post_disaster.png,data\xview2_real\train\masks\socal-fire_00000874_post_disaster_target.png
socal-fire_00000166,train,train,data\xview2_real\train\images\socal-fire_00000166_pre_disaster.png,data\xview2_real\train\images\socal-fire_00000166_post_disaster.png,data\xview2_real\train\masks\socal-fire_00000166_post_disaster_target.png
socal-fire_00000336,train,train,data\xview2_real\train\images\socal-fire_00000336_pre_disaster.png,data\xview2_real\train\images\socal-fire_00000336_post_disaster.png,data\xview2_real\train\masks\socal-fire_00000336_post_disaster_target.png
socal-fire_00000830,train,train,data\xview2_real\train\images\socal-fire_00000830_pre_disaster.png,data\xview2_real\train\images\socal-fire_00000830_post_disaster.png,data\xview2_real\train\masks\socal-fire_00000830_post_disaster_target.png
palu-tsunami_00000064,train,train,data\xview2_real\train\images\palu-tsunami_00000064_pre_disaster.png,data\xview2_real\train\images\palu-tsunami_00000064_post_disaster.png,data\xview2_real\train\masks\palu-tsunami_00000064_post_disaster_target.png
santa-rosa-wildfire_00000353,train,train,data\xview2_real\train\images\santa-rosa-wildfire_00000353_pre_disaster.png,data\xview2_real\train\images\santa-rosa-wildfire_00000353_post_disaster.png,data\xview2_real\train\masks\santa-rosa-wildfire_00000353_post_disaster_target.png
hurricane-florence_00000333,train,train,data\xview2_real\train\images\hurricane-florence_00000333_pre_disaster.png,data\xview2_real\train\images\hurricane-florence_00000333_post_disaster.png,data\xview2_real\train\masks\hurricane-florence_00000333_post_disaster_target.png
