crop_id,image_id,split,crop_path,label,damage,pixels,x0,y0,x1,y1,paired
midwest-flooding_00000405_pair_c2_01,midwest-flooding_00000405,train,outputs\real_processed\damage_pair_crops\midwest-flooding_00000405_pair_c2_01.png,1,minor-damage,499,985,312,1024,376,True
hurricane-matthew_00000188_pair_c2_00,hurricane-matthew_00000188,train,outputs\real_processed\damage_pair_crops\hurricane-matthew_00000188_pair_c2_00.png,1,minor-damage,299,918,665,976,720,True
hurricane-matthew_00000188_pair_c2_01,hurricane-matthew_00000188,train,outputs\real_processed\damage_pair_crops\hurricane-matthew_00000188_pair_c2_01.png,1,minor-damage,255,794,626,850,679,True
hurricane-matthew_00000188_pair_c2_02,hurricane-matthew_00000188,train,outputs\real_processed\damage_pair_crops\hurricane-matthew_00000188_pair_c2_02.png,1,minor-damage,217,805,672,857,724,True
hurricane-matthew_00000188_pair_c2_03,hurricane-matthew_00000188,train,outputs\real_processed\damage_pair_crops\hurricane-matthew_00000188_pair_c2_03.png,1,minor-damage,188,992,779,1024,828,True
hurricane-matthew_00000188_pair_c2_04,hurricane-matthew_00000188,train,outputs\real_processed\damage_pair_crops\hurricane-matthew_00000188_pair_c2_04.png,1,minor-damage,170,887,956,934,1002,True
hurricane-matthew_00000188_pair_c4_00,hurricane-matthew_00000188,train,outputs\real_processed\damage_pair_crops\hurricane-matthew_00000188_pair_c4_00.png,3,destroyed,242,855,793,908,846,True
hurricane-matthew_00000188_pair_c4_01,hurricane-matthew_00000188,train,outputs\real_processed\damage_pair_crops\hurricane-matthew_00000188_pair_c4_01.png,3,destroyed,130,948,679,996,727,True
midwest-flooding_00000025_pair_c1_00,midwest-flooding_00000025,train,outputs\real_processed\damage_pair_crops\midwest-flooding_00000025_pair_c1_00.png,0,no-damage,3661,695,338,832,445,True
midwest-flooding_00000025_pair_c1_01,midwest-flooding_00000025,train,outputs\real_processed\damage_pair_crops\midwest-flooding_00000025_pair_c1_01.png,0,no-damage,3041,912,88,1018,193,True
midwest-flooding_00000025_pair_c1_02,midwest-flooding_00000025,train,outputs\real_processed\damage_pair_crops\midwest-flooding_00000025_pair_c1_02.png,0,no-damage,2672,611,201,716,286,True
midwest-flooding_00000025_pair_c1_03,midwest-flooding_00000025,train,outputs\real_processed\damage_pair_crops\midwest-flooding_00000025_pair_c1_03.png,0,no-damage,2623,514,334,618,416,True
midwest-flooding_00000025_pair_c1_04,midwest-flooding_00000025,train,outputs\real_processed\damage_pair_crops\midwest-flooding_00000025_pair_c1_04.png,0,no-damage,2552,818,92,917,171,True
midwest-flooding_00000025_pair_c1_05,midwest-flooding_00000025,train,outputs\real_processed\damage_pair_crops\midwest-flooding_00000025_pair_c1_05.png,0,no-damage,2529,493,165,587,263,True
socal-fire_00001088_pair_c1_00,socal-fire_00001088,train,outputs\real_processed\damage_pair_crops\socal-fire_00001088_pair_c1_00.png,0,no-damage,2690,453,508,576,614,True
socal-fire_00001088_pair_c1_01,socal-fire_00001088,train,outputs\real_processed\damage_pair_crops\socal-fire_00001088_pair_c1_01.png,0,no-damage,2246,191,350,299,439,True
socal-fire_00001088_pair_c1_02,socal-fire_00001088,train,outputs\real_processed\damage_pair_crops\socal-fire_00001088_pair_c1_02.png,0,no-damage,1954,0,64,77,171,True
socal-fire_00001088_pair_c1_03,socal-fire_00001088,train,outputs\real_processed\damage_pair_crops\socal-fire_00001088_pair_c1_03.png,0,no-damage,1858,332,319,434,396,True
socal-fire_00001088_pair_c1_04,socal-fire_00001088,train,outputs\real_processed\damage_pair_crops\socal-fire_00001088_pair_c1_04.png,0,no-damage,1796,590,129,663,227,True
socal-fire_00001088_pair_c1_05,socal-fire_00001088,train,outputs\real_processed\damage_pair_crops\socal-fire_00001088_pair_c1_05.png,0,no-damage,1765,156,281,234,379,True
socal-fire_00001088_pair_c4_00,socal-fire_00001088,train,outputs\real_processed\damage_pair_crops\socal-fire_00001088_pair_c4_00.png,3,destroyed,3079,467,205,566,306,True
socal-fire_00001088_pair_c4_01,socal-fire_00001088,train,outputs\real_processed\damage_pair_crops\socal-fire_00001088_pair_c4_01.png,3,destroyed,2612,134,539,234,675,True
socal-fire_00001088_pair_c4_02,socal-fire_00001088,train,outputs\real_processed\damage_pair_crops\socal-fire_00001088_pair_c4_02.png,3,destroyed,2291,803,879,903,971,True
socal-fire_00001088_pair_c4_03,socal-fire_00001088,train,outputs\real_processed\damage_pair_crops\socal-fire_00001088_pair_c4_03.png,3,destroyed,1342,876,798,967,884,True
socal-fire_00001088_pair_c4_04,socal-fire_00001088,train,outputs\real_processed\damage_pair_crops\socal-fire_00001088_pair_c4_04.png,3,destroyed,1081,568,801,636,885,True
socal-fire_00001088_pair_c4_05,socal-fire_00001088,train,outputs\real_processed\damage_pair_crops\socal-fire_00001088_pair_c4_05.png,3,destroyed,654,562,713,642,776,True
hurricane-harvey_00000443_pair_c1_00,hurricane-harvey_00000443,train,outputs\real_processed\damage_pair_crops\hurricane-harvey_00000443_pair_c1_00.png,0,no-damage,42443,521,70,798,313,True
hurricane-harvey_00000443_pair_c1_01,hurricane-harvey_00000443,train,outputs\real_processed\damage_pair_crops\hurricane-harvey_00000443_pair_c1_01.png,0,no-damage,28326,264,0,495,283,True
hurricane-harvey_00000443_pair_c1_02,hurricane-harvey_00000443,train,outputs\real_processed\damage_pair_crops\hurricane-harvey_00000443_pair_c1_02.png,0,no-damage,25652,784,85,984,296,True
hurricane-harvey_00000443_pair_c1_03,hurricane-harvey_00000443,train,outputs\real_processed\damage_pair_crops\hurricane-harvey_00000443_pair_c1_03.png,0,no-damage,14677,3,243,277,479,True
hurricane-harvey_00000443_pair_c1_04,hurricane-harvey_00000443,train,outputs\real_processed\damage_pair_crops\hurricane-harvey_00000443_pair_c1_04.png,0,no-damage,10196,0,31,244,140,True
hurricane-harvey_00000443_pair_c1_05,hurricane-harvey_00000443,train,outputs\real_processed\damage_pair_crops\hurricane-harvey_00000443_pair_c1_05.png,0,no-damage,7503,256,945,453,1024,True
hurricane-harvey_00000443_pair_c2_00,hurricane-harvey_00000443,train,outputs\real_processed\damage_pair_crops\hurricane-harvey_00000443_pair_c2_00.png,1,minor-damage,76903,767,305,1024,679,True
hurricane-harvey_00000443_pair_c2_01,hurricane-harvey_00000443,train,outputs\real_processed\damage_pair_crops\hurricane-harvey_00000443_pair_c2_01.png,1,minor-damage,39021,796,672,993,974,True
hurricane-florence_00000545_pair_c1_00,hurricane-florence_00000545,train,outputs\real_processed\damage_pair_crops\hurricane-florence_00000545_pair_c1_00.png,0,no-damage,5165,271,229,382,389,True
hurricane-florence_00000545_pair_c1_01,hurricane-florence_00000545,train,outputs\real_processed\damage_pair_crops\hurricane-florence_00000545_pair_c1_01.png,0,no-damage,1370,261,177,358,244,True
hurricane-florence_00000545_pair_c1_02,hurricane-florence_00000545,train,outputs\real_processed\damage_pair_crops\hurricane-florence_00000545_pair_c1_02.png,0,no-damage,1070,164,203,237,265,True
hurricane-florence_00000545_pair_c1_03,hurricane-florence_00000545,train,outputs\real_processed\damage_pair_crops\hurricane-florence_00000545_pair_c1_03.png,0,no-damage,1039,89,208,158,273,True
hurricane-florence_00000545_pair_c1_04,hurricane-florence_00000545,train,outputs\real_processed\damage_pair_crops\hurricane-florence_00000545_pair_c1_04.png,0,no-damage,881,488,668,565,740,True
hurricane-florence_00000545_pair_c1_05,hurricane-florence_00000545,train,outputs\real_processed\damage_pair_crops\hurricane-florence_00000545_pair_c1_05.png,0,no-damage,860,442,719,517,788,True
socal-fire_00000244_pair_c1_00,socal-fire_00000244,train,outputs\real_processed\damage_pair_crops\socal-fire_00000244_pair_c1_00.png,0,no-damage,1921,394,289,467,387,True
socal-fire_00000244_pair_c1_01,socal-fire_00000244,train,outputs\real_processed\damage_pair_crops\socal-fire_00000244_pair_c1_01.png,0,no-damage,922,12,112,96,169,True
socal-fire_00000244_pair_c1_02,socal-fire_00000244,train,outputs\real_processed\damage_pair_crops\socal-fire_00000244_pair_c1_02.png,0,no-damage,259,597,582,653,627,True
midwest-flooding_00000207_pair_c1_00,midwest-flooding_00000207,train,outputs\real_processed\damage_pair_crops\midwest-flooding_00000207_pair_c1_00.png,0,no-damage,2698,581,742,716,819,True
midwest-flooding_00000207_pair_c1_01,midwest-flooding_00000207,train,outputs\real_processed\damage_pair_crops\midwest-flooding_00000207_pair_c1_01.png,0,no-damage,1909,784,813,887,880,True
midwest-flooding_00000207_pair_c1_02,midwest-flooding_00000207,train,outputs\real_processed\damage_pair_crops\midwest-flooding_00000207_pair_c1_02.png,0,no-damage,1627,698,788,788,876,True
midwest-flooding_00000207_pair_c1_03,midwest-flooding_00000207,train,outputs\real_processed\damage_pair_crops\midwest-flooding_00000207_pair_c1_03.png,0,no-damage,1306,248,856,329,923,True
midwest-flooding_00000207_pair_c1_04,midwest-flooding_00000207,train,outputs\real_processed\damage_pair_crops\midwest-flooding_00000207_pair_c1_04.png,0,no-damage,984,281,896,353,966,True
midwest-flooding_00000207_pair_c1_05,midwest-flooding_00000207,train,outputs\real_processed\damage_pair_crops\midwest-flooding_00000207_pair_c1_05.png,0,no-damage,696,930,980,991,1024,True
midwest-flooding_00000207_pair_c4_00,midwest-flooding_00000207,train,outputs\real_processed\damage_pair_crops\midwest-flooding_00000207_pair_c4_00.png,3,destroyed,754,0,946,47,1004,True
midwest-flooding_00000207_pair_c4_01,midwest-flooding_00000207,train,outputs\real_processed\damage_pair_crops\midwest-flooding_00000207_pair_c4_01.png,3,destroyed,641,19,803,82,866,True
midwest-flooding_00000207_pair_c4_02,midwest-flooding_00000207,train,outputs\real_processed\damage_pair_crops\midwest-flooding_00000207_pair_c4_02.png,3,destroyed,444,12,833,74,888,True
hurricane-michael_00000442_pair_c1_00,hurricane-michael_00000442,train,outputs\real_processed\damage_pair_crops\hurricane-michael_00000442_pair_c1_00.png,0,no-damage,1721,974,703,1024,790,True
hurricane-michael_00000442_pair_c1_01,hurricane-michael_00000442,train,outputs\real_processed\damage_pair_crops\hurricane-michael_00000442_pair_c1_01.png,0,no-damage,1448,201,859,280,923,True
hurricane-michael_00000442_pair_c1_02,hurricane-michael_00000442,train,outputs\real_processed\damage_pair_crops\hurricane-michael_00000442_pair_c1_02.png,0,no-damage,1182,348,871,428,935,True
hurricane-michael_00000442_pair_c1_03,hurricane-michael_00000442,train,outputs\real_processed\damage_pair_crops\hurricane-michael_00000442_pair_c1_03.png,0,no-damage,1156,543,864,616,931,True
hurricane-michael_00000442_pair_c1_04,hurricane-michael_00000442,train,outputs\real_processed\damage_pair_crops\hurricane-michael_00000442_pair_c1_04.png,0,no-damage,1045,860,940,939,995,True
hurricane-michael_00000442_pair_c1_05,hurricane-michael_00000442,train,outputs\real_processed\damage_pair_crops\hurricane-michael_00000442_pair_c1_05.png,0,no-damage,830,439,871,503,935,True
hurricane-michael_00000442_pair_c2_00,hurricane-michael_00000442,train,outputs\real_processed\damage_pair_crops\hurricane-michael_00000442_pair_c2_00.png,1,minor-damage,572,414,848,472,903,True
hurricane-michael_00000442_pair_c3_00,hurricane-michael_00000442,train,outputs\real_processed\damage_pair_crops\hurricane-michael_00000442_pair_c3_00.png,2,major-damage,7764,929,860,1024,1024,True
hurricane-michael_00000442_pair_c3_01,hurricane-michael_00000442,train,outputs\real_processed\damage_pair_crops\hurricane-michael_00000442_pair_c3_01.png,2,major-damage,2290,638,851,723,934,True
hurricane-michael_00000442_pair_c4_00,hurricane-michael_00000442,train,outputs\real_processed\damage_pair_crops\hurricane-michael_00000442_pair_c4_00.png,3,destroyed,434,721,973,769,1024,True
hurricane-michael_00000442_pair_c4_01,hurricane-michael_00000442,train,outputs\real_processed\damage_pair_crops\hurricane-michael_00000442_pair_c4_01.png,3,destroyed,109,447,834,493,875,True
hurricane-michael_00000004_pair_c2_00,hurricane-michael_00000004,train,outputs\real_processed\damage_pair_crops\hurricane-michael_00000004_pair_c2_00.png,1,minor-damage,1777,164,927,275,1017,True
hurricane-michael_00000004_pair_c2_01,hurricane-michael_00000004,train,outputs\real_processed\damage_pair_crops\hurricane-michael_00000004_pair_c2_01.png,1,minor-damage,203,45,853,96,906,True
hurricane-michael_00000004_pair_c4_00,hurricane-michael_00000004,train,outputs\real_processed\damage_pair_crops\hurricane-michael_00000004_pair_c4_00.png,3,destroyed,822,971,704,1024,775,True
midwest-flooding_00000377_pair_c1_00,midwest-flooding_00000377,train,outputs\real_processed\damage_pair_crops\midwest-flooding_00000377_pair_c1_00.png,0,no-damage,1659,152,549,241,640,True
midwest-flooding_00000377_pair_c1_01,midwest-flooding_00000377,train,outputs\real_processed\damage_pair_crops\midwest-flooding_00000377_pair_c1_01.png,0,no-damage,1117,510,960,566,1024,True
midwest-flooding_00000377_pair_c1_02,midwest-flooding_00000377,train,outputs\real_processed\damage_pair_crops\midwest-flooding_00000377_pair_c1_02.png,0,no-damage,1080,310,357,388,424,True
midwest-flooding_00000377_pair_c1_03,midwest-flooding_00000377,train,outputs\real_processed\damage_pair_crops\midwest-flooding_00000377_pair_c1_03.png,0,no-damage,1066,980,666,1024,740,True
midwest-flooding_00000377_pair_c1_04,midwest-flooding_00000377,train,outputs\real_processed\damage_pair_crops\midwest-flooding_00000377_pair_c1_04.png,0,no-damage,945,858,387,928,450,True
midwest-flooding_00000377_pair_c1_05,midwest-flooding_00000377,train,outputs\real_processed\damage_pair_crops\midwest-flooding_00000377_pair_c1_05.png,0,no-damage,944,924,987,1013,1024,True
midwest-flooding_00000270_pair_c1_00,midwest-flooding_00000270,train,outputs\real_processed\damage_pair_crops\midwest-flooding_00000270_pair_c1_00.png,0,no-damage,4522,0,300,83,452,True
midwest-flooding_00000270_pair_c1_01,midwest-flooding_00000270,train,outputs\real_processed\damage_pair_crops\midwest-flooding_00000270_pair_c1_01.png,0,no-damage,1943,0,166,85,256,True
midwest-flooding_00000270_pair_c1_02,midwest-flooding_00000270,train,outputs\real_processed\damage_pair_crops\midwest-flooding_00000270_pair_c1_02.png,0,no-damage,1382,297,363,375,431,True
midwest-flooding_00000270_pair_c1_03,midwest-flooding_00000270,train,outputs\real_processed\damage_pair_crops\midwest-flooding_00000270_pair_c1_03.png,0,no-damage,1318,86,221,173,279,True
midwest-flooding_00000270_pair_c1_04,midwest-flooding_00000270,train,outputs\real_processed\damage_pair_crops\midwest-flooding_00000270_pair_c1_04.png,0,no-damage,651,253,403,315,458,True
midwest-flooding_00000270_pair_c1_05,midwest-flooding_00000270,train,outputs\real_processed\damage_pair_crops\midwest-flooding_00000270_pair_c1_05.png,0,no-damage,630,8,276,81,329,True
midwest-flooding_00000270_pair_c2_00,midwest-flooding_00000270,train,outputs\real_processed\damage_pair_crops\midwest-flooding_00000270_pair_c2_00.png,1,minor-damage,331,0,399,47,448,True
midwest-flooding_00000270_pair_c3_00,midwest-flooding_00000270,train,outputs\real_processed\damage_pair_crops\midwest-flooding_00000270_pair_c3_00.png,2,major-damage,300,290,9,338,61,True
socal-fire_00000904_pair_c1_00,socal-fire_00000904,train,outputs\real_processed\damage_pair_crops\socal-fire_00000904_pair_c1_00.png,0,no-damage,3059,101,135,211,221,True
socal-fire_00000904_pair_c1_01,socal-fire_00000904,train,outputs\real_processed\damage_pair_crops\socal-fire_00000904_pair_c1_01.png,0,no-damage,2091,753,370,854,464,True
socal-fire_00000904_pair_c1_02,socal-fire_00000904,train,outputs\real_processed\damage_pair_crops\socal-fire_00000904_pair_c1_02.png,0,no-damage,1404,420,0,482,72,True
socal-fire_00000904_pair_c1_03,socal-fire_00000904,train,outputs\real_processed\damage_pair_crops\socal-fire_00000904_pair_c1_03.png,0,no-damage,237,424,79,474,140,True
socal-fire_00000904_pair_c1_04,socal-fire_00000904,train,outputs\real_processed\damage_pair_crops\socal-fire_00000904_pair_c1_04.png,0,no-damage,147,434,111,482,160,True
socal-fire_00000904_pair_c1_05,socal-fire_00000904,train,outputs\real_processed\damage_pair_crops\socal-fire_00000904_pair_c1_05.png,0,no-damage,146,145,76,197,118,True
socal-fire_00000904_pair_c4_00,socal-fire_00000904,train,outputs\real_processed\damage_pair_crops\socal-fire_00000904_pair_c4_00.png,3,destroyed,703,981,253,1024,326,True
socal-fire_00000904_pair_c4_01,socal-fire_00000904,train,outputs\real_processed\damage_pair_crops\socal-fire_00000904_pair_c4_01.png,3,destroyed,399,907,455,962,509,True
socal-fire_00000904_pair_c4_02,socal-fire_00000904,train,outputs\real_processed\damage_pair_crops\socal-fire_00000904_pair_c4_02.png,3,destroyed,273,954,475,1007,520,True
socal-fire_00000904_pair_c4_03,socal-fire_00000904,train,outputs\real_processed\damage_pair_crops\socal-fire_00000904_pair_c4_03.png,3,destroyed,211,91,573,144,624,True
midwest-flooding_00000027_pair_c1_00,midwest-flooding_00000027,train,outputs\real_processed\damage_pair_crops\midwest-flooding_00000027_pair_c1_00.png,0,no-damage,6263,333,481,471,586,True
midwest-flooding_00000027_pair_c1_01,midwest-flooding_00000027,train,outputs\real_processed\damage_pair_crops\midwest-flooding_00000027_pair_c1_01.png,0,no-damage,3813,77,716,194,810,True
midwest-flooding_00000027_pair_c1_02,midwest-flooding_00000027,train,outputs\real_processed\damage_pair_crops\midwest-flooding_00000027_pair_c1_02.png,0,no-damage,3734,890,561,1013,645,True
midwest-flooding_00000027_pair_c1_03,midwest-flooding_00000027,train,outputs\real_processed\damage_pair_crops\midwest-flooding_00000027_pair_c1_03.png,0,no-damage,3712,95,507,226,588,True
midwest-flooding_00000027_pair_c1_04,midwest-flooding_00000027,train,outputs\real_processed\damage_pair_crops\midwest-flooding_00000027_pair_c1_04.png,0,no-damage,3695,660,540,783,623,True
midwest-flooding_00000027_pair_c1_05,midwest-flooding_00000027,train,outputs\real_processed\damage_pair_crops\midwest-flooding_00000027_pair_c1_05.png,0,no-damage,3621,476,681,596,763,True
mexico-earthquake_00000079_pair_c1_00,mexico-earthquake_00000079,train,outputs\real_processed\damage_pair_crops\mexico-earthquake_00000079_pair_c1_00.png,0,no-damage,49846,152,144,498,692,True
mexico-earthquake_00000079_pair_c1_01,mexico-earthquake_00000079,train,outputs\real_processed\damage_pair_crops\mexico-earthquake_00000079_pair_c1_01.png,0,no-damage,36497,494,0,709,673,True
mexico-earthquake_00000079_pair_c1_02,mexico-earthquake_00000079,train,outputs\real_processed\damage_pair_crops\mexico-earthquake_00000079_pair_c1_02.png,0,no-damage,25106,811,302,1024,830,True
mexico-earthquake_00000079_pair_c1_03,mexico-earthquake_00000079,train,outputs\real_processed\damage_pair_crops\mexico-earthquake_00000079_pair_c1_03.png,0,no-damage,22750,690,0,924,331,True
mexico-earthquake_00000079_pair_c1_04,mexico-earthquake_00000079,train,outputs\real_processed\damage_pair_crops\mexico-earthquake_00000079_pair_c1_04.png,0,no-damage,16175,315,661,690,802,True
mexico-earthquake_00000079_pair_c1_05,mexico-earthquake_00000079,train,outputs\real_processed\damage_pair_crops\mexico-earthquake_00000079_pair_c1_05.png,0,no-damage,15630,559,914,942,1024,True
santa-rosa-wildfire_00000011_pair_c1_00,santa-rosa-wildfire_00000011,train,outputs\real_processed\damage_pair_crops\santa-rosa-wildfire_00000011_pair_c1_00.png,0,no-damage,10171,487,711,619,848,True
santa-rosa-wildfire_00000011_pair_c1_01,santa-rosa-wildfire_00000011,train,outputs\real_processed\damage_pair_crops\santa-rosa-wildfire_00000011_pair_c1_01.png,0,no-damage,8169,389,710,502,846,True
santa-rosa-wildfire_00000011_pair_c1_02,santa-rosa-wildfire_00000011,train,outputs\real_processed\damage_pair_crops\santa-rosa-wildfire_00000011_pair_c1_02.png,0,no-damage,3305,405,830,487,933,True
santa-rosa-wildfire_00000011_pair_c1_03,santa-rosa-wildfire_00000011,train,outputs\real_processed\damage_pair_crops\santa-rosa-wildfire_00000011_pair_c1_03.png,0,no-damage,2539,78,718,168,826,True
santa-rosa-wildfire_00000011_pair_c1_04,santa-rosa-wildfire_00000011,train,outputs\real_processed\damage_pair_crops\santa-rosa-wildfire_00000011_pair_c1_04.png,0,no-damage,2217,470,830,534,933,True
santa-rosa-wildfire_00000011_pair_c1_05,santa-rosa-wildfire_00000011,train,outputs\real_processed\damage_pair_crops\santa-rosa-wildfire_00000011_pair_c1_05.png,0,no-damage,2104,884,773,957,859,True
santa-rosa-wildfire_00000011_pair_c2_00,santa-rosa-wildfire_00000011,train,outputs\real_processed\damage_pair_crops\santa-rosa-wildfire_00000011_pair_c2_00.png,1,minor-damage,1786,602,385,666,475,True
santa-rosa-wildfire_00000011_pair_c3_00,santa-rosa-wildfire_00000011,train,outputs\real_processed\damage_pair_crops\santa-rosa-wildfire_00000011_pair_c3_00.png,2,major-damage,2540,502,830,570,934,True
santa-rosa-wildfire_00000011_pair_c3_01,santa-rosa-wildfire_00000011,train,outputs\real_processed\damage_pair_crops\santa-rosa-wildfire_00000011_pair_c3_01.png,2,major-damage,1854,469,711,520,846,True
santa-rosa-wildfire_00000011_pair_c4_00,santa-rosa-wildfire_00000011,train,outputs\real_processed\damage_pair_crops\santa-rosa-wildfire_00000011_pair_c4_00.png,3,destroyed,2646,658,879,719,1024,True
santa-rosa-wildfire_00000011_pair_c4_01,santa-rosa-wildfire_00000011,train,outputs\real_processed\damage_pair_crops\santa-rosa-wildfire_00000011_pair_c4_01.png,3,destroyed,2461,392,928,503,1006,True
santa-rosa-wildfire_00000011_pair_c4_02,santa-rosa-wildfire_00000011,train,outputs\real_processed\damage_pair_crops\santa-rosa-wildfire_00000011_pair_c4_02.png,3,destroyed,2309,586,952,690,1024,True
santa-rosa-wildfire_00000011_pair_c4_03,santa-rosa-wildfire_00000011,train,outputs\real_processed\damage_pair_crops\santa-rosa-wildfire_00000011_pair_c4_03.png,3,destroyed,2260,221,900,295,998,True
santa-rosa-wildfire_00000011_pair_c4_04,santa-rosa-wildfire_00000011,train,outputs\real_processed\damage_pair_crops\santa-rosa-wildfire_00000011_pair_c4_04.png,3,destroyed,1452,885,19,952,103,True
santa-rosa-wildfire_00000011_pair_c4_05,santa-rosa-wildfire_00000011,train,outputs\real_processed\damage_pair_crops\santa-rosa-wildfire_00000011_pair_c4_05.png,3,destroyed,1215,736,918,801,989,True
hurricane-harvey_00000393_pair_c3_00,hurricane-harvey_00000393,train,outputs\real_processed\damage_pair_crops\hurricane-harvey_00000393_pair_c3_00.png,2,major-damage,993,817,250,897,312,True
hurricane-harvey_00000393_pair_c3_01,hurricane-harvey_00000393,train,outputs\real_processed\damage_pair_crops\hurricane-harvey_00000393_pair_c3_01.png,2,major-damage,553,823,212,893,262,True
hurricane-harvey_00000393_pair_c4_00,hurricane-harvey_00000393,train,outputs\real_processed\damage_pair_crops\hurricane-harvey_00000393_pair_c4_00.png,3,destroyed,2113,920,855,1012,931,True
hurricane-harvey_00000393_pair_c4_01,hurricane-harvey_00000393,train,outputs\real_processed\damage_pair_crops\hurricane-harvey_00000393_pair_c4_01.png,3,destroyed,1478,939,797,1006,878,True
hurricane-harvey_00000393_pair_c4_02,hurricane-harvey_00000393,train,outputs\real_processed\damage_pair_crops\hurricane-harvey_00000393_pair_c4_02.png,3,destroyed,1242,934,734,1002,809,True
hurricane-harvey_00000393_pair_c4_03,hurricane-harvey_00000393,train,outputs\real_processed\damage_pair_crops\hurricane-harvey_00000393_pair_c4_03.png,3,destroyed,625,827,375,893,434,True
hurricane-harvey_00000393_pair_c4_04,hurricane-harvey_00000393,train,outputs\real_processed\damage_pair_crops\hurricane-harvey_00000393_pair_c4_04.png,3,destroyed,190,878,837,924,884,True
hurricane-harvey_00000393_pair_c4_05,hurricane-harvey_00000393,train,outputs\real_processed\damage_pair_crops\hurricane-harvey_00000393_pair_c4_05.png,3,destroyed,183,902,854,950,899,True
hurricane-harvey_00000016_pair_c1_00,hurricane-harvey_00000016,train,outputs\real_processed\damage_pair_crops\hurricane-harvey_00000016_pair_c1_00.png,0,no-damage,129507,54,151,408,764,True
hurricane-harvey_00000016_pair_c1_01,hurricane-harvey_00000016,train,outputs\real_processed\damage_pair_crops\hurricane-harvey_00000016_pair_c1_01.png,0,no-damage,2769,488,0,559,90,True
hurricane-harvey_00000016_pair_c1_02,hurricane-harvey_00000016,train,outputs\real_processed\damage_pair_crops\hurricane-harvey_00000016_pair_c1_02.png,0,no-damage,2478,657,0,728,89,True
hurricane-harvey_00000016_pair_c1_03,hurricane-harvey_00000016,train,outputs\real_processed\damage_pair_crops\hurricane-harvey_00000016_pair_c1_03.png,0,no-damage,2329,529,0,599,86,True
hurricane-harvey_00000016_pair_c1_04,hurricane-harvey_00000016,train,outputs\real_processed\damage_pair_crops\hurricane-harvey_00000016_pair_c1_04.png,0,no-damage,2288,359,0,431,81,True
hurricane-harvey_00000016_pair_c1_05,hurricane-harvey_00000016,train,outputs\real_processed\damage_pair_crops\hurricane-harvey_00000016_pair_c1_05.png,0,no-damage,2045,574,0,645,75,True
hurricane-florence_00000328_pair_c1_00,hurricane-florence_00000328,train,outputs\real_processed\damage_pair_crops\hurricane-florence_00000328_pair_c1_00.png,0,no-damage,3433,434,234,580,317,True
hurricane-florence_00000328_pair_c1_01,hurricane-florence_00000328,train,outputs\real_processed\damage_pair_crops\hurricane-florence_00000328_pair_c1_01.png,0,no-damage,3388,446,289,591,372,True
hurricane-florence_00000328_pair_c1_02,hurricane-florence_00000328,train,outputs\real_processed\damage_pair_crops\hurricane-florence_00000328_pair_c1_02.png,0,no-damage,3283,10,263,155,344,True
hurricane-florence_00000328_pair_c1_03,hurricane-florence_00000328,train,outputs\real_processed\damage_pair_crops\hurricane-florence_00000328_pair_c1_03.png,0,no-damage,3249,0,206,144,288,True
hurricane-florence_00000328_pair_c1_04,hurricane-florence_00000328,train,outputs\real_processed\damage_pair_crops\hurricane-florence_00000328_pair_c1_04.png,0,no-damage,3129,21,319,165,400,True
hurricane-florence_00000328_pair_c1_05,hurricane-florence_00000328,train,outputs\real_processed\damage_pair_crops\hurricane-florence_00000328_pair_c1_05.png,0,no-damage,3086,34,376,177,456,True
hurricane-florence_00000355_pair_c1_00,hurricane-florence_00000355,train,outputs\real_processed\damage_pair_crops\hurricane-florence_00000355_pair_c1_00.png,0,no-damage,2535,496,191,578,313,True
hurricane-florence_00000355_pair_c1_01,hurricane-florence_00000355,train,outputs\real_processed\damage_pair_crops\hurricane-florence_00000355_pair_c1_01.png,0,no-damage,1756,521,554,610,632,True
hurricane-florence_00000355_pair_c1_02,hurricane-florence_00000355,train,outputs\real_processed\damage_pair_crops\hurricane-florence_00000355_pair_c1_02.png,0,no-damage,1519,286,600,379,674,True
hurricane-florence_00000355_pair_c1_03,hurricane-florence_00000355,train,outputs\real_processed\damage_pair_crops\hurricane-florence_00000355_pair_c1_03.png,0,no-damage,1425,582,28,665,107,True
hurricane-florence_00000355_pair_c1_04,hurricane-florence_00000355,train,outputs\real_processed\damage_pair_crops\hurricane-florence_00000355_pair_c1_04.png,0,no-damage,1383,90,116,172,188,True
hurricane-florence_00000355_pair_c1_05,hurricane-florence_00000355,train,outputs\real_processed\damage_pair_crops\hurricane-florence_00000355_pair_c1_05.png,0,no-damage,1149,592,586,673,653,True
socal-fire_00001166_pair_c1_00,socal-fire_00001166,train,outputs\real_processed\damage_pair_crops\socal-fire_00001166_pair_c1_00.png,0,no-damage,1329,198,907,270,989,True
socal-fire_00001166_pair_c1_01,socal-fire_00001166,train,outputs\real_processed\damage_pair_crops\socal-fire_00001166_pair_c1_01.png,0,no-damage,1198,210,838,283,920,True
socal-fire_00001166_pair_c1_02,socal-fire_00001166,train,outputs\real_processed\damage_pair_crops\socal-fire_00001166_pair_c1_02.png,0,no-damage,892,70,947,147,1005,True
hurricane-michael_00000357_pair_c1_00,hurricane-michael_00000357,train,outputs\real_processed\damage_pair_crops\hurricane-michael_00000357_pair_c1_00.png,0,no-damage,2314,732,426,805,520,True
